filename: GalbraithHeat2-10925-5-May_24_1039
subject: 10925
session: 5
date: May_24_1039

Absolute Time,Block,Trial,Color,Trial Time, Phase, Phase Time, Rating
17.7679018,1,1,4,0.116246400052,square,0.11624480004,25
17.8514817001,1,1,4,0.19982660003,square,0.19982530002,25
17.9514899,1,1,4,0.299836300081,square,0.299835499958,25
18.0346863001,1,1,4,0.383031600039,square,0.383030700032,25
18.1345802001,1,1,4,0.48292920005,square,0.482930799946,25
18.2178203,1,1,4,0.566165300086,square,0.566164299962,25
18.3014479,1,1,4,0.649807100068,square,0.649824699969,25
18.4011156,1,1,4,0.749462400097,square,0.749461899977,25
18.4843467,1,1,4,0.832691200078,square,0.832690199954,25
18.5676415,1,1,4,0.915985700092,square,0.915984699968,25
18.650974,1,1,4,0.999319300056,square,0.999319199938,25
18.7342149001,1,1,4,1.08255950001,square,1.0825582,25
18.8171397001,1,1,4,1.1654841,square,1.16548259999,26
18.9008118,1,1,4,1.2491570001,square,1.24915569997,26
18.9840627001,1,1,4,1.33240730001,square,1.33240660001,26
19.0673677,1,1,4,1.41571239999,square,1.41571129998,26
19.1508894,1,1,4,1.49925270001,square,1.49926219997,27
19.2507076,1,1,4,1.5990551,square,1.5990548,27
19.3337786001,1,1,4,1.68212320004,square,1.68212180003,27
19.4171641001,1,1,4,1.76550850004,square,1.76550800004,28
19.500432,1,1,4,1.84877620009,square,1.84877489996,28
19.5837170001,1,1,4,1.93206120003,square,1.93205980002,28
19.6670215001,1,1,4,2.01536660001,square,2.0153654,28
19.7504094001,1,1,4,2.09875340003,square,2.09875190002,29
19.8337300001,1,1,4,2.18207530002,square,2.18207460002,29
19.9169121,1,1,4,2.26525729999,square,2.26525599998,29
19.9999668001,1,1,4,2.34831060003,square,2.34830940003,29
20.0834579001,1,1,4,2.43181740004,square,2.43182549998,30
20.1668178,1,1,4,2.51516479999,square,2.51516489999,30
20.2500088001,1,1,4,2.59835380001,square,2.5983522,30
20.3336420001,1,1,4,2.6819937001,square,2.68199469999,31
