,Absolute Time,Block,Trial,Color,Trial Time,Phase,Phase Time
90,41.1649868329996,1,1,3,10.893554417000814,full,0.6991394999995464
91,41.16799470800015,1,1,3,10.896561917000327,full,0.7021466659998623
92,41.181563666999864,1,1,3,10.910131500000716,full,0.7157166659999348
93,41.18426308299968,1,1,3,10.912830625000424,full,0.7184156659996006
94,41.198470749999615,1,1,3,10.92703849999998,full,0.7326237499992203
95,41.206356707999475,1,1,3,10.93492441700073,full,0.7405095409994829
96,41.21046045799994,1,1,3,10.93902750000052,full,0.744612290999612
97,41.22343649999948,1,1,3,10.952004834000036,full,0.7575901249992967
98,41.23139820799952,1,1,3,10.95996545900016,full,0.7655503749992931
99,41.234683374999804,1,1,3,10.963250417000381,full,0.7688352079994729
100,41.24829270800001,1,1,3,10.97686029200031,full,0.7824454159999732
101,41.256309583000075,1,1,3,10.984876959000758,full,0.7904619159999129
102,41.25940929199987,1,1,3,10.987976209000408,full,0.7935607499994148
103,41.27314866699999,1,1,3,11.001716084000691,full,0.8073008749997825
104,41.27611783300017,1,1,3,11.00468466700022,full,0.8102693749997343
105,41.28974633300004,1,1,3,11.018314167000426,full,0.8238990410000042
106,41.29860587500025,1,1,3,11.027173625000614,full,0.832758582999304
107,41.30214491700008,1,1,3,11.030712375000803,full,0.8362971659998948
108,41.31518891699943,1,1,3,11.043756667000707,full,0.8493420409995451
109,41.32278774999941,1,1,3,11.05135516700011,full,0.8569399999996676
110,41.32561079199968,1,1,3,11.054177875000278,full,0.8597626249993482
111,41.33988554200005,1,1,3,11.068452917000286,full,0.8740379579994624
112,41.343148041999484,1,1,3,11.07171550000021,full,0.8773002499992799
113,41.35659495799973,1,1,3,11.085162667000077,full,0.8907477909997397
114,41.364630916999886,1,1,3,11.093198209000548,full,0.8987829159996181
115,41.36901200000011,1,1,3,11.09757933400033,full,0.9031643329999497
116,41.381541124999785,1,1,3,11.110108417000447,full,0.9156930829994963
117,41.38586725000005,1,1,3,11.114434792000793,full,0.9200197499994829
118,41.3981906250001,1,1,3,11.126758084000357,full,0.9323428749994491
119,41.40183574999992,1,1,3,11.130403625000326,full,0.9359885829999257
120,41.41493545799949,1,1,3,11.143502709000131,full,0.9490876659992864
121,41.41743070800021,1,1,3,11.145998209000027,full,0.9515829160000067
122,41.431623458000104,1,1,3,11.160191625000152,full,0.965776874999392
123,41.43435758299984,1,1,3,11.162924792000013,full,0.9685102079993158
124,41.448246207999546,1,1,3,11.1768139170008,full,0.9823988749994896
125,41.45625116700012,1,1,3,11.184818792000442,full,0.9904040409992376
126,41.45996670800014,1,1,3,11.188534042000356,full,0.9941188749999128
127,41.47295037499953,1,1,3,11.201518125000803,full,1.0071030409999366
128,41.47654179199981,1,1,3,11.205109542000173,full,1.0106943329992646
129,41.492866791999404,1,1,3,11.22143425000013,full,1.027019040999221
130,41.50649633299963,1,1,3,11.235064250000505,full,1.040649207999195
131,41.50888924999981,1,1,3,11.237456500000008,full,1.043041582999649
132,41.523573374999614,1,1,3,11.252140709000741,full,1.057725415999812
133,41.52755799999977,1,1,3,11.256125584000074,full,1.061710499999208
134,41.539672124999925,1,1,3,11.268239917000756,full,1.0738250829999743
135,41.54334116700011,1,1,3,11.27190895900003,full,1.0774937909991422
136,41.55722824999975,1,1,3,11.285795542000415,full,1.0913803749999715
137,41.564585582999825,1,1,3,11.293152917000043,full,1.0987377079991347
138,41.5669660829999,1,1,3,11.29553316700003,full,1.1011179159995663
139,41.58142916699944,1,1,3,11.309996167000463,full,1.1155808749999778
140,41.58977783299997,1,1,3,11.31834495900057,full,1.1239297079991957
141,41.59368841699961,1,1,3,11.322255959000358,full,1.1278411659995982
142,41.60647449999942,1,1,3,11.33504187500057,full,1.140626749999683
143,41.6094994999994,1,1,3,11.338066584000444,full,1.1436511659994721
144,41.62318645799951,1,1,3,11.351754416999938,full,1.157339458000024
145,41.63146316700022,1,1,3,11.3600308340001,full,1.1656157499992332
146,41.634692417000224,1,1,3,11.363259624999955,full,1.1688446250000197
147,41.6481946670001,1,1,3,11.376762333999977,full,1.18234745799964
148,41.656256917000064,1,1,3,11.384824624999965,full,1.1904098329996486
149,41.65952991699942,1,1,3,11.38809720900008,full,1.193681874999129
150,41.67329937500017,1,1,3,11.401867625000705,full,1.2074530829995638
151,41.681387124999674,1,1,3,11.409954917000505,full,1.2155401659993004
152,41.68481837499985,1,1,3,11.413385959000152,full,1.2189711249993707
153,41.69838916699973,1,1,3,11.426957084000605,full,1.2325423749998663
154,41.70628549999947,1,1,3,11.43485262500053,full,1.2404375829992205
155,41.710031999999956,1,1,3,11.438599000000067,full,1.244183749999138
156,41.72300712499964,1,1,3,11.451574334000725,full,1.2571591659998376
157,41.73479391699948,1,1,3,11.463361584000268,full,1.2689464999994016
158,41.75088258300002,1,1,3,11.479450084000746,full,1.2850349579994145
159,41.76520866699957,1,1,3,11.493776125000295,full,1.2993608329998096
160,41.767536124999424,1,1,3,11.496103750000657,full,1.3016888749998543
161,41.78136924999944,1,1,3,11.509936667000147,full,1.315521457999239
162,41.784124750000046,1,1,3,11.512692459000391,full,1.318277374999525
163,41.79812966699956,1,1,3,11.526697375000367,full,1.3322824159995434
164,41.80643841700021,1,1,3,11.535006375000194,full,1.3405912909993276
165,41.809463791999406,1,1,3,11.538031084000067,full,1.3436159159991803
166,41.823300666999785,1,1,3,11.551868334000574,full,1.357453415999771
167,41.8260162079996,1,1,3,11.554583459000241,full,1.3601683749993754
168,41.83986320799977,1,1,3,11.568431042000157,full,1.374016415999904
169,41.84850424999968,1,1,3,11.577072459000192,full,1.3826574579998123
170,41.85089316699941,1,1,3,11.579460500000096,full,1.3850453749992084
171,41.864892249999684,1,1,3,11.593459875000008,full,1.3990447079995647
172,41.87301445799949,1,1,3,11.6015820420007,full,1.4071672499994747
173,41.876660416999584,1,1,3,11.605228291999993,full,1.4108133329991688
174,41.891120082999805,1,1,3,11.61968758400053,full,1.4252725409996856
175,41.89816920799967,1,1,3,11.626737000000503,full,1.4323222079992775
176,41.90302483300002,1,1,3,11.631592500000806,full,1.4371774579994963
177,41.91501049999988,1,1,3,11.643578417000754,full,1.4491632499994012
178,41.92293370799962,1,1,3,11.651501250000365,full,1.4570860409994566
179,41.92592083299951,1,1,3,11.654487834000065,full,1.4600724579995585
180,41.94015995799964,1,1,3,11.66872720900028,full,1.4743120409993935
181,41.9479187500001,1,1,3,11.676485834000232,full,1.4820706659993448
182,41.95146924999972,1,1,3,11.680036292000295,full,1.485621082999387
183,41.96492666699942,1,1,3,11.693493875000058,full,1.4990787499991711
184,41.97302629200021,1,1,3,11.701593375000812,full,1.5071782079994591
185,41.97683983299976,1,1,3,11.705407084000399,full,1.5109918749994904
186,41.98991629200009,1,1,3,11.718484167000497,full,1.524069540999335
187,41.99801608300004,1,1,3,11.726582917000087,full,1.5321676249996017
188,42.002026832999945,1,1,3,11.730594209000628,full,1.5361789159996988
189,42.01499412500016,1,1,3,11.743561375000354,full,1.549146207999911
190,42.02311879199988,1,1,3,11.751685875000476,full,1.5572705829999904
191,42.02717937499983,1,1,3,11.755747167000663,full,1.5613322079998397
192,42.03989820799961,1,1,3,11.768465459000254,full,1.5740502499993454
193,42.048119957999916,1,1,3,11.776687125000535,full,1.5822718329991403
194,42.051136457999746,1,1,3,11.779704584000683,full,1.5852896249998594
195,42.06513774999985,1,1,3,11.793704833999982,full,1.599289540999962
196,42.06807487500009,1,1,3,11.796642334000353,full,1.6022270409994235
197,42.08150820799983,1,1,3,11.810075625000536,full,1.6156604579991836
198,42.08527991699975,1,1,3,11.813846792000732,full,1.6194314579997808
199,42.09821399999964,1,1,3,11.826781292000305,full,1.632366040999841
200,42.10180799999944,1,1,3,11.830375292000099,full,1.6359602499996981
201,42.11497387500003,1,1,3,11.843541250000271,full,1.6491258329997436
202,42.122952292000264,1,1,3,11.851519584000016,full,1.6571041249999325
203,42.12727837500006,1,1,3,11.855845209000108,full,1.6614298329996018
204,42.13999637500001,1,1,3,11.868563584000185,full,1.6741484159992979
205,42.151235249999445,1,1,3,11.87980216699998,full,1.6853866249994098
206,42.16694716700022,1,1,3,11.89551449999999,full,1.701099165999949
207,42.18195316699985,1,1,3,11.910520375000488,full,1.716105124999558
208,42.18971337499988,1,1,3,11.918280084000799,full,1.7238644999997632
209,42.19256612499976,1,1,3,11.92113262500061,full,1.726716915999532
210,42.20661737499995,1,1,3,11.93518475000019,full,1.7407695409992812
211,42.21471433299939,1,1,3,11.943281292000393,full,1.7488656249997803
212,42.21830754199982,1,1,3,11.946874584000398,full,1.7524590829998488
213,42.231312582999635,1,1,3,11.95987979200072,full,1.7654643749992829
214,42.23525854199943,1,1,3,11.963825417000407,full,1.7694099159998586
215,42.24806470800013,1,1,3,11.97663166700022,full,1.782216165999671
216,42.256299417000264,1,1,3,11.984866292000333,full,1.7904507909997847
217,42.25963749999937,1,1,3,11.988204459000372,full,1.7937889579998227
218,42.27324087499983,1,1,3,12.001807667000321,full,1.8073920829992858
219,42.28127708299962,1,1,3,12.009844375000284,full,1.8154289159992913
220,42.284241124999426,1,1,3,12.012807834000341,full,1.8183921659992848
221,42.29818633299965,1,1,3,12.026753459000247,full,1.832337999999254
222,42.30604312499963,1,1,3,12.034609834000548,full,1.8401943749995553
223,42.30986795799981,1,1,3,12.038434709000285,full,1.844019207999736
224,42.3231141669994,1,1,3,12.051681417000509,full,1.8572658749999391
225,42.33153416699952,1,1,3,12.060101042000497,full,1.8656856249999691
226,42.33463504199972,1,1,3,12.063201709000168,full,1.868786082999577
227,42.34810816699974,1,1,3,12.0766752920008,full,1.8822600409994266
228,42.359097292000115,1,1,3,12.087664667000354,full,1.8932494159998896
229,42.37531791699985,1,1,3,12.103885167000044,full,1.9094700409996221
230,42.390393167000184,1,1,3,12.118960875000084,full,1.9245459159992606
231,42.39812812499986,1,1,3,12.126695459000075,full,1.9322802909991879
232,42.4015200419999,1,1,3,12.130088042000352,full,1.9356730409999727
233,42.41491158299959,1,1,3,12.143478875000255,full,1.9490634579997277
234,42.41883208299987,1,1,3,12.14739933400051,full,1.9529841659996237
235,42.43141199999991,1,1,3,12.159979042000487,full,1.9655637500000012
236,42.434829666999576,1,1,3,12.163396709000153,full,1.9689813329996468
237,42.448167208000086,1,1,3,12.1767340840006,full,1.9823185829991417
238,42.450513291999414,1,1,3,12.179080208999949,full,1.9846648329994423
239,42.46490887500022,1,1,3,12.193476209000437,full,1.9990610409995497
240,42.46843183300007,1,1,3,12.196999375000814,full,2.0025844159999906
241,42.481661625000015,1,1,3,12.210229209000317,full,2.0158143329999803
242,42.48968587499985,1,1,3,12.218253417000597,full,2.0238381249992017
243,42.49363683299998,1,1,3,12.22220387500056,full,2.0277889159997358
244,42.50668604200018,1,1,3,12.235253417000422,full,2.040838291
245,42.514746750000086,1,1,3,12.243313792000663,full,2.048898374999226
246,42.51780074999988,1,1,3,12.246367583999927,full,2.05195191599978
247,42.53149920800024,1,1,3,12.260069959000248,full,2.0656545829997413
248,42.53952462500001,1,1,3,12.268091500000082,full,2.0736759579995123
249,42.54424537500017,1,1,3,12.272812500000327,full,2.07839737499944
250,42.55646954199983,1,1,3,12.285036334000324,full,2.0906208329997753
251,42.564616541999385,1,1,3,12.293183375000808,full,2.0987680409998575
252,42.56787041699954,1,1,3,12.296437250000054,full,2.1020216249999066
253,42.58130237499972,1,1,3,12.309869584000808,full,2.115454290999878
254,42.58968412499962,1,1,3,12.318251209000664,full,2.1238356249996286
255,42.59162308299983,1,1,3,12.32018991700079,full,2.1257743749993097
256,42.606612208000115,1,1,3,12.335179084000629,full,2.1407635409996146
257,42.61709754200001,1,1,3,12.345664584000588,full,2.1512490829991293
258,42.632065832999615,1,1,3,12.360632625000108,full,2.1662169999999605
259,42.63951004199953,1,1,3,12.368077084000106,full,2.1736618329996418
260,42.64250304199959,1,1,3,12.371070584000336,full,2.1766553749994273
261,42.656699999999546,1,1,3,12.38526870900023,full,2.190854208000019
262,42.66568591699979,1,1,3,12.394262417000391,full,2.1998492909997367
263,42.66986887500025,1,1,3,12.39843587500036,full,2.2040204159993664
264,42.682025500000236,1,1,3,12.410594834000221,full,2.216181207999398
265,42.689806999999746,1,1,3,12.418374167000366,full,2.22395887499988
266,42.693157541999426,1,1,3,12.421724084000743,full,2.2273086659997716
267,42.70749737499955,1,1,3,12.436067375000675,full,2.2416539579999153
268,42.711226917000204,1,1,3,12.439793625000675,full,2.24537804099964
269,42.72399866700016,1,1,3,12.452567125000314,full,2.258152749999681
270,42.735428999999385,1,1,3,12.463998125000217,full,2.269584207999287
271,42.73746074999963,1,1,3,12.46602704199995,full,2.271611082999698
272,42.748056292,1,1,3,12.476622709000367,full,2.2822067909992256
273,42.75097300000016,1,1,3,12.479539250000016,full,2.2851233749997846
274,42.765038083000036,1,1,3,12.493605250000655,full,2.2991899579992605
275,42.76817691699944,1,1,3,12.496743959000014,full,2.302328665999994
276,42.78212112500023,1,1,3,12.51068991700049,full,2.3162755409994134
277,42.80117416699977,1,1,3,12.529742708999947,full,2.3353284579998217
278,42.80997020799987,1,1,3,12.538537417000043,full,2.3441219579999597
279,42.82501450000018,1,1,3,12.553581292000672,full,2.3591657079996367
280,42.84129345800011,1,1,3,12.569861959000264,full,2.375447790999715
281,42.84793333299967,1,1,3,12.576500417000716,full,2.382084957999723
282,42.85102458300025,1,1,3,12.579591250000703,full,2.3851757909997104
283,42.86544491699988,1,1,3,12.594013500000074,full,2.3995992499994827
284,42.87402391700016,1,1,3,12.60259325000061,full,2.408179499999278
285,42.87828308299959,1,1,3,12.60685100000046,full,2.4124359159995947
286,42.89084466700024,1,1,3,12.61941683400073,full,2.425003707999167
287,42.89540379200025,1,1,3,12.62397137500011,full,2.4295563329997094
288,42.90661799999998,1,1,3,12.635184917000515,full,2.44076933299948
289,42.91505112499999,1,1,3,12.64361858400025,full,2.4492032909993213
290,42.918508707999536,1,1,3,12.647076084000219,full,2.4526612079998813
291,42.93213479199949,1,1,3,12.660703542000192,full,2.4662893329996223
292,42.9405956669998,1,1,3,12.669164917000671,full,2.4747512499998265
293,42.94478129199979,1,1,3,12.673348416999943,full,2.478933207999944
294,42.95763145799992,1,1,3,12.68620141700012,full,2.4917880829998467
295,42.965967749999436,1,1,3,12.694535375000669,full,2.5001202079993163
296,42.96906791699985,1,1,3,12.697635500000615,full,2.503220374999728
297,42.98217337499955,1,1,3,12.710742334000315,full,2.5163285409998934
298,42.9955103329994,1,1,3,12.724077875000148,full,2.5296624579996205
299,43.00639733299977,1,1,3,12.734964750000472,full,2.540549665999606
300,43.009043457999724,1,1,3,12.737610709000364,full,2.5431955829999424
301,43.02369387499948,1,1,3,12.752262292000523,full,2.5578481249995093
302,43.033582332999686,1,1,3,12.762151917000665,full,2.5677379999997356
303,43.049469749999844,1,1,3,12.778038375000506,full,2.5836242079994918
304,43.057286291999844,1,1,3,12.78585695900074,full,2.5914444999998523
305,43.07426787500026,1,1,3,12.802837125000224,full,2.6084236249998867
306,43.082549832999575,1,1,3,12.811120959000618,full,2.6167085409997526
307,43.08765549999953,1,1,3,12.816222875000676,full,2.621807665999768
308,43.10027124999942,1,1,3,12.828848000000107,full,2.6344333749993893
309,43.11539904199981,1,1,3,12.843970334000005,full,2.649556332999964
310,43.13245645799998,1,1,3,12.86102587500045,full,2.6666122079996057
311,43.13670233299945,1,1,3,12.865269834000173,full,2.6708548749993497
312,43.15081562500018,1,1,3,12.879385791999994,full,2.684971915999995
313,43.165351791999456,1,1,3,12.893920292000075,full,2.6995060829995055
314,43.17407683300007,1,1,3,12.902646709000692,full,2.708233457999995
315,43.17701254199983,1,1,3,12.905580167000153,full,2.7111649159996887
316,43.191721125000186,1,1,3,12.920288084000276,full,2.7258726659993044
317,43.209675250000146,1,1,3,12.93824399999994,full,2.743829832999836
318,43.224949874999766,1,1,3,12.953518334000364,full,2.7591042909998578
319,43.23188200000004,1,1,3,12.960450334000598,full,2.7660362499991606
320,43.236159416999726,1,1,3,12.964727167000092,full,2.770312082999226
321,43.249056499999824,1,1,3,12.977625250000528,full,2.783211290999134
322,43.257249874999616,1,1,3,12.985832291999941,full,2.791417707999244
323,43.259656707999966,1,1,3,12.9882236250005,full,2.7938081249994866
324,43.273345042000074,1,1,3,13.001914084000418,full,2.807500040999912
325,43.282726374999584,1,1,3,13.011296874999971,full,2.8168832499995915
326,43.285794417000034,1,1,3,13.014361709000696,full,2.819946374999745
327,43.300214249999954,1,1,3,13.028785625000637,full,2.834370957999454
328,43.30637537500024,1,1,3,13.034942792000038,full,2.8405277909996585
329,43.30999462499949,1,1,3,13.038561750000554,full,2.844146499999624
330,43.32447870800024,1,1,3,13.0530476670001,full,2.8586344579998695
331,43.335210374999406,1,1,3,13.063779084000089,full,2.8693652079991807
332,43.349744250000185,1,1,3,13.07831350000015,full,2.883899540999664
333,43.356846707999466,1,1,3,13.08541816700017,full,2.891003957999601
334,43.36004737500025,1,1,3,13.088614667000002,full,2.8941994159995375
335,43.37487383299958,1,1,3,13.10344137500033,full,2.9090265830000135
336,43.38223591699989,1,1,3,13.110805375000382,full,2.9163917910000237
337,43.385616749999826,1,1,3,13.114184542000658,full,2.919769332999749
338,43.39917437500026,1,1,3,13.127743417000602,full,2.933329665999736
339,43.406450333000066,1,1,3,13.13501883400022,full,2.9406045829991854
340,43.409339166999416,1,1,3,13.137907167000776,full,2.94349258299917
341,43.42419675000019,1,1,3,13.152766084000177,full,2.9583526249998613
342,43.43224404200009,1,1,3,13.160813250000501,full,2.9663995829996566
343,43.436079625000275,1,1,3,13.164647292000154,full,2.970232415999817
344,43.44889774999956,1,1,3,13.177464750000581,full,2.983049249999567
345,43.4516881669997,1,1,3,13.180254959000195,full,2.985839374999159
346,43.46481933299947,1,1,3,13.193387167000765,full,2.9989721249994545
347,43.47369987499951,1,1,3,13.20226837500013,full,3.007854165999561
348,43.477002083000116,1,1,3,13.205569084000672,full,3.0111536659997
349,43.49067941700014,1,1,3,13.219247875000292,full,3.024833707999278
350,43.49931962499977,1,1,3,13.22788808400037,full,3.0334739579993766
351,43.50373191699964,1,1,3,13.232299209000303,full,3.0378839579998385
352,43.51481624999997,1,1,3,13.243383125000037,full,3.0489675829994667
353,43.52645329200004,1,1,3,13.255020625000725,full,3.060605249999753
354,43.54032149999966,1,1,3,13.26888883400079,full,3.074473582999417
355,43.54809475000002,1,1,3,13.27666170900011,full,3.0822462500000256
356,43.55042245799996,1,1,3,13.278989334000471,full,3.0845741249995626
357,43.56837208300021,1,1,3,13.296940959000494,full,3.102526957999544
358,43.57381945799989,1,1,3,13.302387292000276,full,3.1079722909998964
359,43.575945624999804,1,1,3,13.304513334000148,full,3.1100985829998535
360,43.59129258299981,1,1,3,13.319861917000708,full,3.1254485829995247
361,43.60054337499969,1,1,3,13.329110833999948,full,3.1346957499999917
362,43.61575812499996,1,1,3,13.344328334000238,full,3.1499149999999645
363,43.62426758299989,1,1,3,13.352834625000469,full,3.158419165999476
364,43.64041674999953,1,1,3,13.368985334000172,full,3.174571207999179
365,43.64873320799961,1,1,3,13.377301500000613,full,3.1828872079995563
366,43.652798500000245,1,1,3,13.381365542000822,full,3.1869501659994057
367,43.66575266699965,1,1,3,13.394322084000123,full,3.199908165999659
368,43.668805082999825,1,1,3,13.397372709000592,full,3.2029577079993032
369,43.682838541999445,1,1,3,13.411406625000382,full,3.2169915409995156
370,43.690610124999694,1,1,3,13.419179334000546,full,3.2247657079997225
371,43.69572758300001,1,1,3,13.424295084000732,full,3.2298799999998664
372,43.70773766699949,1,1,3,13.436306292000154,full,3.241892082999584
373,43.72435949999999,1,1,3,13.452928749999955,full,3.258515207999153
374,43.73374324999986,1,1,3,13.46231091700065,full,3.2678957499992975
375,43.751042375,1,1,3,13.479610917000173,full,3.2851965829995606
376,43.76788049999959,1,1,3,13.496449084000233,full,3.302034874999663
377,43.78228266699989,1,1,3,13.510851334000108,full,3.3164371249995384
378,43.7867938749996,1,1,3,13.51536120900073,full,3.3209459999998217
379,43.80143620800027,1,1,3,13.530005334000634,full,3.3355912079996415
380,43.81705341699944,1,1,3,13.545627917000274,full,3.3512131659999795
381,43.83255825000015,1,1,3,13.56112666700028,full,3.3667124999992666
382,43.84049579200018,1,1,3,13.569064334000359,full,3.374650207999366
383,43.844524125000135,1,1,3,13.57309183400048,full,3.3786768749996554
384,43.85753283299982,1,1,3,13.586102459000358,full,3.391688916000021
385,43.86033295800007,1,1,3,13.588900459000797,full,3.3944855829995504
386,43.87381720800022,1,1,3,13.602386375000606,full,3.407972707999761
387,43.88232962500024,1,1,3,13.610902291999992,full,3.4164882499999294
388,43.88696479200007,1,1,3,13.61553187500067,full,3.421116457999233
389,43.898957667000104,1,1,3,13.627530959000069,full,3.4331193329999223
390,43.9075898330002,1,1,3,13.63615929200023,full,3.441745749999427
391,43.91096120800012,1,1,3,13.639528375000737,full,3.4451130829993417
392,43.92421862499941,1,1,3,13.652787834000264,full,3.458374207999441
393,43.932335417000104,1,1,3,13.66090287500083,full,3.466487749999942
394,43.93566558299972,1,1,3,13.664233084000443,full,3.4698180409995985
395,43.9487574169998,1,1,3,13.677324459000374,full,3.4829094999995505
396,43.95768054200016,1,1,3,13.686249459000464,full,3.491835457999514
397,43.96192245800012,1,1,3,13.690490250000039,full,3.496075249999194
398,43.97358170799998,1,1,3,13.702151041999969,full,3.5077375829996527
399,43.982547333000184,1,1,3,13.711135000000468,full,3.5167219999993904
